x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,y,y_1,y_2,y_3,y_4,y_5
51,1152.0,1161.0,969900.0,969911.0,70.0,9.0,11.0,7846.0,99.0,127.0,1632.0,1.0,0.0,100.0,0.5772,0.2929,0.8182,0.0055,1.0,1.0,1.0,1.8451,0.9542,1.0414,0.1818,-0.1243,0.2051,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0
52,210.0,224.0,1761692.0,1761703.0,61.0,17.0,11.0,7309.0,112.0,132.0,1356.0,1.0,0.0,70.0,0.3097,0.6039,0.7857,0.0103,0.8235,1.0,0.0,1.7853,1.1461,1.0414,-0.2143,-0.0639,0.2712,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0
53,39.0,185.0,420136.0,420189.0,5003.0,196.0,91.0,522331.0,49.0,126.0,1360.0,0.0,1.0,40.0,0.0573,0.3535,0.363,0.1073,0.7449,0.5824,0.0,3.6992,2.1644,1.7243,-0.637,-0.1843,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0
54,0.0,5.0,286956.0,287014.0,148.0,8.0,58.0,14298.0,61.0,121.0,1353.0,0.0,1.0,70.0,0.0,0.4897,0.0862,0.0037,0.625,1.0,1.0,2.1703,0.699,1.7634,0.9138,-0.2453,0.4796,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0
55,1503.0,1510.0,893849.0,893861.0,66.0,9.0,12.0,6625.0,87.0,118.0,1632.0,1.0,0.0,100.0,0.1495,0.2143,0.5833,0.0043,0.7778,1.0,1.0,1.8195,0.8451,1.0792,0.4167,-0.2158,0.1892,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0
56,1595.0,1622.0,3127441.0,3127611.0,1421.0,239.0,204.0,162939.0,104.0,127.0,1692.0,0.0,1.0,70.0,0.0827,0.6904,0.1588,0.016,0.113,0.8333,1.0,3.1526,1.4314,2.2304,0.8412,-0.1042,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0
57,747.0,758.0,949136.0,949144.0,71.0,14.0,8.0,7768.0,96.0,126.0,1698.0,0.0,1.0,60.0,0.8799,0.1932,0.7273,0.0065,0.7857,1.0,0.0,1.8513,1.0414,0.9031,-0.2727,-0.1452,0.1934,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0
58,13.0,28.0,1024413.0,1024437.0,230.0,17.0,24.0,26034.0,93.0,127.0,1387.0,0.0,1.0,40.0,0.0188,0.3611,0.625,0.0108,0.8824,1.0,1.0,2.3617,1.1761,1.3802,0.375,-0.1157,0.5951,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0
59,205.0,235.0,1417276.0,1417288.0,156.0,49.0,17.0,20131.0,122.0,140.0,1360.0,0.0,1.0,40.0,0.3015,0.5667,0.4,0.0221,0.6122,0.7059,0.0,2.1931,1.4771,1.0792,-0.6,0.0082,0.5951,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0
60,1557.0,1584.0,2375780.0,2375805.0,339.0,79.0,40.0,39556.0,104.0,132.0,1710.0,1.0,0.0,100.0,0.1474,0.4978,0.9259,0.0158,0.3418,0.625,0.0,2.5302,1.4314,1.3979,-0.0741,-0.0884,0.9231,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0
61,793.0,801.0,2533145.0,2533151.0,31.0,9.0,6.0,3476.0,99.0,121.0,1687.0,1.0,0.0,70.0,0.9401,0.3542,0.75,0.0047,0.8889,1.0,0.0,1.4914,0.9031,0.7782,-0.25,-0.124,0.1551,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0
62,1122.0,1139.0,2650780.0,2650795.0,144.0,20.0,16.0,14169.0,84.0,116.0,1646.0,1.0,0.0,80.0,0.616,0.4353,0.8824,0.0103,0.85,0.9375,0.0,2.1584,1.2305,1.1761,-0.1177,-0.2313,0.4219,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0
63,1674.0,1682.0,570234.0,570244.0,35.0,14.0,10.0,2388.0,51.0,87.0,1686.0,1.0,0.0,150.0,0.0047,0.5625,0.8,0.0047,0.5714,1.0,1.0,1.5441,0.9031,1.0,0.2,-0.467,0.1852,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0
64,398.0,966.0,4615178.0,4615208.0,10166.0,593.0,166.0,1096472.0,78.0,141.0,1360.0,1.0,0.0,100.0,0.5794,0.4034,0.0528,0.4177,0.9578,0.1807,0.0,4.0072,2.7543,1.4771,-0.9472,-0.1574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0
65,1611.0,1619.0,1671950.0,1671963.0,69.0,10.0,14.0,5361.0,63.0,93.0,1656.0,1.0,0.0,80.0,0.0447,0.3365,0.6154,0.0048,0.8,0.9286,1.0,1.8389,0.9031,1.1139,0.3846,-0.393,0.2105,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0
66,1494.0,1506.0,547500.0,547511.0,102.0,15.0,11.0,9367.0,77.0,110.0,1696.0,1.0,0.0,80.0,0.2241,0.2273,0.9167,0.0071,0.8,1.0,0.0,2.0086,1.0792,1.0414,-0.0833,-0.2826,0.2432,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,1.0,0.0
67,1207.0,1214.0,882674.0,882712.0,120.0,35.0,39.0,15035.0,118.0,135.0,1362.0,0.0,1.0,175.0,0.2173,0.5489,0.1842,0.0051,0.2,0.9744,1.0,2.0792,0.8451,1.5798,0.8158,-0.0212,0.4399,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0
68,482.0,490.0,2102085.0,2102099.0,68.0,14.0,14.0,7747.0,105.0,127.0,1354.0,0.0,1.0,40.0,0.712,0.3929,0.5714,0.0059,0.5714,1.0,1.0,1.8325,0.9031,1.1461,0.4286,-0.1099,0.2195,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0
69,155.0,187.0,673270.0,673281.0,129.0,50.0,25.0,16937.0,123.0,141.0,1354.0,0.0,1.0,50.0,0.2289,0.6335,0.3438,0.0236,0.64,0.44,0.0,2.1106,1.5051,1.0414,-0.6563,0.0257,0.5822,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0
70,68.0,206.0,7754878.0,7754931.0,4396.0,179.0,100.0,474761.0,68.0,127.0,1358.0,0.0,1.0,40.0,0.1001,0.399,0.3841,0.1016,0.771,0.53,0.0,3.6431,2.1399,1.7243,-0.6159,-0.1563,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
71,237.0,252.0,109868.0,109903.0,301.0,42.0,35.0,29002.0,89.0,103.0,1692.0,0.0,1.0,300.0,0.2801,0.4267,0.4286,0.0089,0.3571,1.0,1.0,2.4786,1.1761,1.5441,0.5714,-0.2473,0.8153,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0
72,19.0,33.0,1143416.0,1143429.0,114.0,16.0,15.0,13193.0,110.0,125.0,1373.0,0.0,1.0,40.0,0.0277,0.3736,0.9286,0.0102,0.875,0.8667,0.0,2.0569,1.1461,1.1139,-0.0714,-0.0959,0.3097,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,1.0
73,248.0,262.0,1589431.0,1589443.0,69.0,20.0,19.0,7588.0,100.0,119.0,1356.0,1.0,0.0,70.0,0.3658,0.5893,0.8571,0.0103,0.7,0.6316,0.0,1.8389,1.1461,1.0792,-0.1429,-0.1408,0.2901,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0
74,39.0,212.0,2776296.0,2776362.0,6172.0,263.0,143.0,648030.0,39.0,126.0,1358.0,0.0,1.0,40.0,0.0574,0.4595,0.3815,0.1274,0.6578,0.4615,0.0,3.7904,2.238,1.8195,-0.6185,-0.1797,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0
75,501.0,526.0,1986222.0,1986247.0,476.0,38.0,25.0,45968.0,40.0,141.0,1666.0,1.0,0.0,100.0,0.6014,0.2384,1.0,0.015,0.6579,1.0,0.5,2.6776,1.3979,1.3979,0.0,-0.2455,0.8958,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0
76,31.0,50.0,1647143.0,1647194.0,445.0,72.0,55.0,46236.0,91.0,118.0,1354.0,1.0,0.0,70.0,0.0458,0.5408,0.3726,0.014,0.2639,0.9273,1.0,2.6484,1.2787,1.7076,0.6274,-0.1883,0.9884,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0
77,661.0,669.0,2183073.0,2183084.0,69.0,11.0,11.0,6811.0,78.0,116.0,1362.0,1.0,0.0,120.0,0.9706,0.2159,0.7273,0.0059,0.7273,1.0,1.0,1.8389,0.9031,1.0414,0.2727,-0.2288,0.1934,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,0.0,0.0,0.0
78,4.0,12.0,455227.0,455253.0,125.0,15.0,26.0,14353.0,102.0,126.0,1687.0,0.0,1.0,200.0,0.0047,0.399,0.3077,0.0047,0.5333,1.0,1.0,2.0969,0.9031,1.415,0.6923,-0.1029,0.3479,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0
