x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,y,y_1,y_2,y_3,y_4,y_5,y_6
20,30.0,38.0,2488268.0,2488282.0,78.0,10.0,14.0,7387.0,79.0,110.0,1692.0,1.0,0.0,60.0,0.0355,0.3036,0.5714,0.0047,0.8,1.0,1.0,1.8921,0.9031,1.1461,0.4286,-0.2601,0.2195,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
21,837.0,850.0,231429.0,231443.0,155.0,13.0,14.0,16093.0,55.0,134.0,1687.0,0.0,1.0,200.0,0.9923,0.1484,0.9286,0.0077,1.0,1.0,1.0,2.1903,1.1139,1.1461,0.0714,-0.1889,0.3097,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
22,927.0,936.0,1971777.0,1971784.0,35.0,10.0,8.0,4277.0,117.0,127.0,1356.0,0.0,1.0,50.0,0.6195,0.4444,0.7778,0.0066,0.9,0.875,0.0,1.5441,0.9542,0.8451,-0.2222,-0.0453,0.1687,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,1.0,1.0
23,160.0,170.0,252936.0,252958.0,97.0,24.0,23.0,12775.0,123.0,142.0,1364.0,0.0,1.0,185.0,0.2346,0.5591,0.4545,0.0073,0.4167,0.9565,1.0,1.9868,1.0,1.3424,0.5454,0.0289,0.3663,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1.0
24,1237.0,1261.0,161008.0,161069.0,617.0,125.0,83.0,75121.0,113.0,133.0,1354.0,0.0,1.0,40.0,0.1374,0.5785,0.3934,0.0177,0.192,0.7349,1.0,2.7903,1.3802,1.7853,0.6066,-0.0488,0.9996,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,1.0
25,395.0,404.0,4726828.0,4726836.0,57.0,10.0,8.0,6684.0,101.0,136.0,1646.0,1.0,0.0,80.0,0.48,0.2083,0.8889,0.0055,0.9,1.0,0.0,1.7559,0.9542,0.9031,-0.1111,-0.0839,0.1773,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
26,0.0,13.0,159043.0,159085.0,253.0,36.0,46.0,35308.0,127.0,151.0,1687.0,0.0,1.0,200.0,0.0,0.5366,0.3095,0.0077,0.3611,0.913,1.0,2.4031,1.1139,1.6233,0.6905,0.0903,0.8355,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,1.0,1.0
27,613.0,620.0,9228.0,9246.0,85.0,12.0,18.0,8495.0,88.0,124.0,1366.0,0.0,1.0,175.0,0.8975,0.3254,0.3889,0.0051,0.5833,1.0,1.0,1.9294,0.8451,1.2553,0.6111,-0.2192,0.2359,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0,1.0
28,513.0,529.0,350481.0,350500.0,158.0,28.0,19.0,15719.0,89.0,111.0,1354.0,1.0,0.0,70.0,0.7577,0.4803,0.8421,0.0118,0.5714,1.0,1.0,2.1987,1.2041,1.2787,0.1579,-0.2228,0.5029,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0
29,51.0,64.0,661248.0,661284.0,297.0,59.0,43.0,34779.0,110.0,127.0,1353.0,0.0,1.0,70.0,0.0754,0.3654,0.3611,0.0096,0.2203,0.8372,1.0,2.4728,1.1139,1.5563,0.6389,-0.0852,0.7512,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1.0
30,754.0,770.0,1066700.0,1066722.0,212.0,20.0,22.0,21031.0,77.0,118.0,1362.0,1.0,0.0,70.0,0.8693,0.3977,0.7273,0.0117,0.8,1.0,1.0,2.3263,1.2041,1.3424,0.2727,-0.225,0.5822,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0
31,599.0,608.0,2382642.0,2382651.0,54.0,12.0,9.0,6100.0,101.0,126.0,1360.0,0.0,1.0,40.0,0.8809,0.3333,1.0,0.0066,0.75,1.0,0.5,1.7324,0.9542,0.9542,0.0,-0.1175,0.1862,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0
32,1606.0,1620.0,3457631.0,3457651.0,208.0,23.0,21.0,17619.0,61.0,109.0,1686.0,1.0,0.0,60.0,0.0783,0.2571,0.7,0.0083,0.6087,0.9524,1.0,2.3181,1.1461,1.301,0.3,-0.3382,0.463,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
33,1571.0,1585.0,689792.0,689890.0,861.0,78.0,98.0,90154.0,91.0,126.0,1696.0,0.0,1.0,90.0,0.1309,0.3724,0.1429,0.0082,0.1795,1.0,1.0,2.935,1.1461,1.9912,0.8571,-0.182,0.9992,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
34,413.0,426.0,2727673.0,2727684.0,71.0,13.0,11.0,7264.0,84.0,118.0,1623.0,1.0,0.0,100.0,0.5089,0.5035,0.8461,0.008,1.0,1.0,0.0,1.8513,1.1139,1.0414,-0.1539,-0.2007,0.257,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,0.0
35,550.0,558.0,2426501.0,2426519.0,109.0,15.0,18.0,12587.0,103.0,135.0,1708.0,1.0,0.0,100.0,0.644,0.2431,0.4444,0.0047,0.5333,1.0,1.0,2.0374,0.9031,1.2553,0.5556,-0.0978,0.2583,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,1.0
36,1164.0,1173.0,466028.0,466057.0,202.0,15.0,29.0,21408.0,85.0,122.0,1353.0,0.0,1.0,70.0,0.2661,0.2261,0.3103,0.0066,0.6,1.0,1.0,2.3054,0.9542,1.4624,0.6897,-0.172,0.4317,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,0.0,1.0,0.0,0.0
37,134.0,156.0,411630.0,411717.0,787.0,94.0,94.0,85268.0,94.0,124.0,1356.0,1.0,0.0,70.0,0.1976,0.5888,0.2529,0.0162,0.234,0.9255,1.0,2.896,1.3424,1.9395,0.7471,-0.1535,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
38,721.0,732.0,5169308.0,5169335.0,226.0,12.0,27.0,24102.0,84.0,133.0,1373.0,0.0,1.0,40.0,0.9337,0.2391,0.4074,0.008,0.9167,1.0,1.0,2.3541,1.0414,1.4314,0.5926,-0.1668,0.4913,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,1.0
39,1578.0,1592.0,178458.0,178484.0,168.0,36.0,29.0,18671.0,99.0,124.0,1692.0,0.0,1.0,300.0,0.1182,0.5385,0.5385,0.0083,0.3889,0.8965,1.0,2.2253,1.1461,1.415,0.4615,-0.1317,0.6015,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,1.0,1.0
40,10.0,42.0,697885.0,698089.0,2904.0,197.0,207.0,145129.0,22.0,86.0,1358.0,1.0,0.0,70.0,0.0147,0.5551,0.1569,0.0236,0.1624,0.9855,1.0,3.463,1.5051,2.3096,0.8431,-0.6096,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
41,767.0,788.0,566837.0,566850.0,83.0,28.0,20.0,10345.0,115.0,141.0,1362.0,0.0,1.0,40.0,0.8429,0.696,0.6191,0.0154,0.75,0.65,0.0,1.9191,1.3222,1.1139,-0.381,-0.0263,0.4514,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,0.0,1.0
42,374.0,382.0,2670756.0,2670772.0,102.0,11.0,16.0,11385.0,95.0,127.0,1692.0,0.0,1.0,70.0,0.4421,0.2031,0.5,0.0047,0.7273,1.0,1.0,2.0086,0.9031,1.2041,0.5,-0.128,0.2384,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
43,355.0,461.0,2203324.0,2203335.0,527.0,118.0,44.0,62384.0,110.0,134.0,1358.0,0.0,1.0,40.0,0.5228,0.548,0.1038,0.0781,0.8983,0.25,0.0,2.7218,2.0253,1.0414,-0.8962,-0.0752,0.9969,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,1.0
44,505.0,515.0,106604.0,106668.0,284.0,42.0,69.0,31062.0,97.0,119.0,1687.0,0.0,1.0,150.0,0.5987,0.5562,0.1563,0.0059,0.2381,0.9275,1.0,2.4533,1.0,1.8062,0.8438,-0.1455,0.9048,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0
45,971.0,980.0,74495.0,74519.0,148.0,19.0,24.0,16771.0,101.0,133.0,1362.0,0.0,1.0,175.0,0.5609,0.3148,0.375,0.0066,0.4737,1.0,1.0,2.1703,0.9542,1.3802,0.625,-0.1147,0.3601,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0
46,1108.0,1120.0,2497122.0,2497138.0,137.0,13.0,16.0,15672.0,85.0,133.0,1373.0,0.0,1.0,40.0,0.3685,0.2865,0.75,0.0087,0.9231,1.0,1.0,2.1367,1.0792,1.2041,0.25,-0.1063,0.3241,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0
47,1146.0,1162.0,581539.0,581546.0,74.0,19.0,12.0,6481.0,79.0,103.0,1358.0,1.0,0.0,300.0,0.2887,0.3393,0.4375,0.0118,0.8421,0.5833,0.0,1.8692,1.2041,0.8451,-0.5625,-0.3158,0.2195,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0
48,39.0,208.0,2410802.0,2410860.0,5632.0,286.0,141.0,591111.0,45.0,125.0,1356.0,0.0,1.0,40.0,0.0575,0.4254,0.3432,0.1246,0.5909,0.4114,0.0,3.7507,2.2279,1.7634,-0.6568,-0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0
49,17.0,26.0,1651888.0,1651909.0,145.0,18.0,21.0,18695.0,101.0,156.0,1358.0,1.0,0.0,70.0,0.025,0.2328,0.4286,0.0066,0.5,1.0,1.0,2.1614,0.9542,1.3222,0.5714,0.0073,0.3197,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
50,1285.0,1293.0,1715283.0,1715307.0,110.0,20.0,24.0,12413.0,100.0,127.0,1650.0,1.0,0.0,69.0,0.4327,0.4271,0.3333,0.0049,0.4,1.0,1.0,2.0414,0.9031,1.3802,0.6667,-0.1184,0.3241,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
51,43.0,215.0,1253069.0,1253240.0,13975.0,795.0,441.0,1630309.0,29.0,140.0,1400.0,0.0,1.0,40.0,0.0614,0.5249,0.9942,0.1229,0.2164,0.3878,0.0,4.1453,2.2355,2.233,-0.0058,-0.0886,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0
52,211.0,615.0,2277118.0,2277134.0,3256.0,417.0,106.0,345545.0,89.0,127.0,1356.0,0.0,1.0,40.0,0.3112,0.4963,0.0396,0.2979,0.9688,0.1509,0.0,3.5127,2.6064,1.2041,-0.9604,-0.1709,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0,0.0
53,338.0,348.0,2032058.0,2032067.0,57.0,11.0,9.0,6135.0,89.0,127.0,1364.0,1.0,0.0,70.0,0.4956,0.3667,0.9,0.0073,0.9091,1.0,0.0,1.7559,1.0,0.9542,-0.1,-0.1591,0.1954,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,1.0,1.0
54,1059.0,1069.0,117715.0,117724.0,76.0,10.0,9.0,15483.0,195.0,213.0,1387.0,0.0,1.0,40.0,0.4585,0.1556,0.9,0.0072,1.0,1.0,0.0,1.8808,1.0,0.9542,-0.1,0.5916,0.1954,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
55,18.0,26.0,471253.0,471281.0,168.0,24.0,28.0,20267.0,102.0,143.0,1360.0,1.0,0.0,70.0,0.0265,0.25,0.2857,0.0059,0.3333,1.0,1.0,2.2253,0.9031,1.4472,0.7143,-0.0575,0.3725,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0
56,41.0,213.0,2740809.0,2740889.0,6532.0,356.0,186.0,685717.0,43.0,134.0,1358.0,0.0,1.0,40.0,0.0604,0.5253,0.4651,0.1267,0.4832,0.4301,0.0,3.815,2.2355,1.9031,-0.5349,-0.1799,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,1.0
57,604.0,608.0,1322072.0,1322076.0,12.0,4.0,4.0,1543.0,110.0,140.0,1358.0,0.0,1.0,50.0,0.8895,0.25,1.0,0.003,1.0,1.0,0.5,1.0792,0.6021,0.6021,0.0,0.0046,0.1292,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
58,902.0,936.0,31494.0,31567.0,1111.0,62.0,74.0,96340.0,50.0,108.0,1627.0,0.0,1.0,40.0,0.8494,0.5524,0.4658,0.0209,0.5484,0.9865,1.0,3.0457,1.5315,1.8633,0.5343,-0.3225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0
59,897.0,907.0,898704.0,898715.0,101.0,11.0,11.0,16760.0,148.0,182.0,1387.0,0.0,1.0,40.0,0.6921,0.0818,0.9091,0.0072,0.9091,1.0,1.0,2.0043,1.0,1.0414,0.0909,0.2964,0.2173,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0
60,1641.0,1665.0,2961860.0,2961953.0,1130.0,102.0,101.0,99671.0,77.0,103.0,1692.0,1.0,0.0,70.0,0.0319,0.4937,0.2581,0.0142,0.2353,0.9208,1.0,3.0531,1.3802,1.9685,0.7419,-0.3109,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0
61,1186.0,1193.0,238656.0,238667.0,60.0,10.0,11.0,6863.0,100.0,132.0,1362.0,1.0,0.0,120.0,0.2482,0.2208,0.6364,0.0051,0.7,1.0,1.0,1.7781,0.8451,1.0414,0.3636,-0.1064,0.1822,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
62,506.0,519.0,548929.0,548953.0,170.0,28.0,25.0,20000.0,105.0,126.0,1356.0,1.0,0.0,70.0,0.7463,0.4551,0.5417,0.0096,0.4643,0.96,1.0,2.2304,1.1139,1.3802,0.4583,-0.0809,0.5162,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0
63,557.0,567.0,1130873.0,1130901.0,171.0,23.0,28.0,17836.0,92.0,124.0,1360.0,1.0,0.0,100.0,0.8191,0.3893,0.3571,0.0074,0.4348,1.0,1.0,2.233,1.0,1.4472,0.6429,-0.1851,0.463,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0
64,1197.0,1210.0,61803.0,61826.0,122.0,30.0,28.0,13961.0,107.0,127.0,1394.0,0.0,1.0,120.0,0.264,0.592,0.5652,0.0093,0.4333,0.8214,1.0,2.0864,1.1139,1.3617,0.4348,-0.106,0.4946,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,1.0
65,39.0,212.0,2786940.0,2787008.0,5969.0,300.0,154.0,622528.0,42.0,126.0,1358.0,0.0,1.0,40.0,0.0574,0.4926,0.3931,0.1274,0.5767,0.4416,0.0,3.7759,2.238,1.8325,-0.6069,-0.1852,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
66,762.0,774.0,1519328.0,1519344.0,149.0,16.0,16.0,16217.0,95.0,125.0,1656.0,1.0,0.0,80.0,0.9203,0.224,0.75,0.0072,0.75,1.0,1.0,2.1732,1.0792,1.2041,0.25,-0.1497,0.3241,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
67,79.0,86.0,2887095.0,2887114.0,86.0,17.0,19.0,9690.0,102.0,123.0,1350.0,1.0,0.0,70.0,0.117,0.3534,0.3684,0.0052,0.4118,1.0,1.0,1.9345,0.8451,1.2787,0.6316,-0.1197,0.2445,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0,0.0
68,39.0,191.0,1565555.0,1565703.0,13114.0,618.0,381.0,1507625.0,33.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.4171,0.9737,0.1086,0.2459,0.3884,0.0,4.1177,2.1818,2.1703,-0.0263,-0.1019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,1.0
69,844.0,853.0,407114.0,407124.0,63.0,10.0,10.0,6207.0,78.0,114.0,1690.0,1.0,0.0,70.0,0.9905,0.3,0.9,0.0053,0.9,1.0,1.0,1.7993,0.9542,1.0,0.1,-0.2303,0.1954,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0
70,791.0,833.0,4104160.0,4104163.0,59.0,42.0,8.0,7281.0,97.0,150.0,1690.0,1.0,0.0,70.0,0.9361,0.5318,0.0714,0.0248,1.0,0.375,0.0,1.7708,1.6233,0.4771,-0.9286,-0.0359,0.2359,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,0.0
71,507.0,521.0,835980.0,835993.0,121.0,18.0,17.0,15526.0,119.0,141.0,1360.0,0.0,1.0,180.0,0.7456,0.3352,0.9286,0.0103,0.7778,0.7647,0.0,2.0828,1.1461,1.1139,-0.0714,0.0025,0.3097,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,1.0
72,1503.0,1510.0,893849.0,893861.0,66.0,9.0,12.0,6625.0,87.0,118.0,1632.0,1.0,0.0,100.0,0.1495,0.2143,0.5833,0.0043,0.7778,1.0,1.0,1.8195,0.8451,1.0792,0.4167,-0.2158,0.1892,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0
73,498.0,515.0,31041.0,31058.0,231.0,17.0,17.0,21639.0,33.0,127.0,1373.0,0.0,1.0,40.0,0.7254,0.2007,1.0,0.0124,1.0,1.0,0.5,2.3636,1.2305,1.2305,0.0,-0.2682,0.4779,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
74,860.0,883.0,61614.0,61648.0,563.0,36.0,34.0,58906.0,83.0,133.0,1306.0,0.0,1.0,40.0,0.6478,0.2801,0.6765,0.0176,0.6389,1.0,1.0,2.7505,1.3617,1.5315,0.3235,-0.1826,0.9608,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0
75,897.0,925.0,1410869.0,1410896.0,361.0,51.0,35.0,46442.0,121.0,143.0,1362.0,0.0,1.0,50.0,0.6417,0.5225,0.9643,0.0206,0.549,0.7714,0.0,2.5575,1.4472,1.4314,-0.0357,0.0051,0.9537,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,1.0
76,1123.0,1137.0,11066410.0,11066424.0,143.0,20.0,14.0,16288.0,96.0,127.0,1362.0,0.0,1.0,40.0,0.3304,0.2704,1.0,0.0103,0.7,1.0,0.5,2.1553,1.1461,1.1461,0.0,-0.1101,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,1.0
