x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,y,y_1,y_2,y_3,y_4,y_5
23,0.705578,1.022851,1.123962,0.497802,0.431358,1.038013,0.83349,0.501711,0.154978,0.879481,0.850335,0.717124,-0.241839,0.723121,0.521286,0.494142,-0.446584,0.734724,1.067744,0.703775,-0.210957,0.923734,1.078945,0.70954,-0.748307,0.685294,0.890006,0.386461,-0.736996,0.518855,1.190598,0.387634,-0.725852,0.882725,1.202359,0.603258,0,0.0,3.0,0.0,0.0,0.0
24,-1.27886,-1.205952,-1.158877,-0.454696,-0.748479,-0.709742,-0.666742,-0.448612,-0.438908,-0.520206,-0.411941,-0.073135,-1.491592,-1.683892,-0.798618,0.177218,-1.48074,-1.404541,-0.786581,0.020842,-0.731046,-0.561995,-0.534958,-0.548931,-1.85283,-1.770552,-1.036253,0.228494,-1.404024,-1.625828,-1.0244,0.020058,-0.875088,-0.695049,-0.834119,-0.341412,4,4.0,4.0,4.0,4.0,2.0
25,0.117596,-0.288209,-1.639474,-0.983862,0.136399,-0.098028,-1.026798,-0.976569,0.154978,-0.082804,-0.772592,-0.758027,0.05222,-0.195921,-0.858614,-0.932016,0.070493,-0.182104,-0.846398,-0.714624,0.383431,-0.168714,-1.013152,-0.915985,0.208947,-0.104085,-1.036253,-0.929932,0.226489,-0.093911,-1.0244,-0.925139,0.542653,-0.08147,-1.013809,-0.91871,5,0.0,1.0,0.0,3.0,1.0
26,1.367057,0.848043,0.823588,0.127386,1.389975,0.863238,0.533444,0.132141,1.416986,1.054442,0.850335,0.295652,1.375487,1.204523,0.821265,0.230039,1.400122,1.040333,0.589209,0.020842,1.126416,0.880036,0.600752,0.027868,1.90255,1.299255,0.769615,0.491773,1.264088,0.912777,0.532085,0.12508,1.288832,0.751244,0.543498,-0.079004,2,4.0,3.0,4.0,2.0,2.0
27,1.661048,1.066554,0.883663,0.391969,1.684934,0.688462,0.353416,0.184937,1.045807,0.70452,0.129035,-0.389239,0.934398,0.37301,0.101317,-0.139706,0.956912,0.210823,-0.60713,-0.504491,0.680625,0.399359,-0.355636,-0.129441,0.798026,0.24675,-0.313906,-0.350719,0.522946,0.256241,-0.066563,-0.347519,0.841124,0.269146,-0.295052,-0.183967,3,1.0,5.0,5.0,0.0,3.0
28,-0.470385,0.804341,1.184036,0.603635,-0.45352,0.819544,0.8935,0.607303,-0.141965,1.010702,0.910444,0.769808,-0.388869,0.985704,1.241235,0.599783,-0.077243,0.996675,0.94811,0.598708,-0.359554,0.836338,0.959397,0.604668,-0.380132,1.036129,0.82981,0.491773,-0.366425,0.869008,0.831409,0.492656,-0.352763,0.882725,1.142463,0.708221,0,0.0,1.0,2.0,1.0,0.0
29,-0.176394,-0.288209,-1.038727,-0.983862,-0.45352,-0.578661,-1.026798,-0.765386,-0.438908,-0.738907,-0.351833,-0.178503,-0.462384,-0.546032,-1.038601,-0.932016,-0.668189,-1.011614,-0.846398,-0.346891,-0.656748,-0.998975,-0.355636,0.027868,-0.380132,-0.937318,-1.036253,-0.771965,-0.662882,-1.05683,-0.545481,-0.347519,-0.651234,-1.045665,-0.055466,0.235886,4,5.0,0.0,4.0,3.0,5.0
30,-1.719846,-2.298502,2.025082,2.773215,-1.707096,-2.282722,1.373574,2.613541,-1.700916,-2.138594,1.391311,2.40301,-1.859166,-2.252823,1.421222,2.448506,-1.850081,-2.146735,1.725731,2.437374,-1.845523,-2.222517,1.736462,2.230194,-1.926465,-2.384513,2.3347,3.019248,-1.700481,-2.369901,1.669516,2.645603,-1.695885,-2.360476,1.382048,2.230189,1,4.0,4.0,1.0,5.0,2.0
31,-0.470385,-0.375613,-1.519325,-1.301361,-0.45352,-0.491273,-1.506872,-1.504527,-0.438908,-0.651427,-1.734326,-1.284866,-0.241839,-0.546032,-1.578562,-1.460222,-0.22498,-0.531371,-1.384751,-1.450091,-0.433852,-0.518297,-1.371797,-1.440349,-0.159228,-0.45492,-1.638209,-1.351178,-0.440539,-0.575371,-1.623048,-1.345226,-0.42738,-0.432086,-1.612773,-1.181119,5,5.0,5.0,4.0,1.0,5.0
32,-1.866841,-2.167396,0.643364,2.085299,-1.412137,-2.020559,0.653462,1.927196,-1.849387,-2.357295,0.910444,2.297642,-1.859166,-2.296587,0.401295,2.184403,-1.628476,-2.146735,0.17049,1.596841,-1.399733,-2.135121,0.421429,1.600958,-2.14737,-2.384513,0.82981,2.387379,-1.922824,-2.282363,0.532085,2.015472,-1.397414,-1.659244,0.064327,0.865666,1,0.0,1.0,1.0,3.0,3.0
33,0.63208,0.192513,-0.618205,-0.507613,0.652577,0.207829,-0.366695,-0.501408,0.080742,-0.170284,-0.351833,-0.916079,0.493309,0.066663,-0.558636,-0.773554,0.809176,0.254481,-0.308046,-0.557024,0.532028,0.093474,-0.295861,-0.758677,0.503487,0.159041,-0.494492,-1.035244,0.819403,0.343779,-0.485617,-0.820117,0.542653,0.181492,-0.474741,-0.656302,3,3.0,4.0,3.0,3.0,3.0
34,0.117596,-0.113401,-0.55813,-0.401779,0.136399,0.033054,-0.366695,-0.395816,0.451921,0.223378,-0.351833,-0.389239,0.34628,0.022899,-0.138666,-0.350989,0.365966,0.210823,-0.128595,-0.346891,0.383431,-0.168714,-0.594733,-0.496495,0.208947,0.071332,-0.073123,-0.192752,-0.069968,0.256241,-0.306022,0.020058,-0.054291,0.093838,-0.055466,0.235886,3,2.0,3.0,5.0,3.0,3.0
35,0.63208,0.367321,-0.137607,-0.348863,0.947536,0.382605,-0.126658,-0.131838,0.971571,0.398338,0.129035,0.032233,1.081428,0.810648,0.161312,0.018756,1.104649,0.647407,0.409758,0.020842,1.42361,0.661547,0.421429,0.237614,1.681645,1.036129,0.82981,0.123183,1.412317,0.869008,0.532085,-0.084964,1.438068,0.882725,0.543498,0.288368,2,4.0,0.0,2.0,2.0,2.0
36,1.220062,0.716937,0.042617,-0.08428,0.947536,0.557381,-0.186668,-0.237429,0.674628,0.354598,-0.171507,-0.441923,1.301973,0.679357,0.341299,-0.192527,0.735308,0.691066,0.110673,0.020842,0.754923,0.530453,0.122558,-0.391622,1.166201,0.816857,0.348246,0.017871,0.967631,0.606393,0.352491,-0.137475,0.99036,0.400628,-0.115362,-0.341412,3,3.0,0.0,3.0,3.0,3.0
37,0.485085,0.454725,-0.55813,-0.348863,0.505098,0.251523,-0.306686,-0.34302,0.229214,0.485819,-0.532158,-0.547291,0.493309,0.329246,0.041321,-0.45663,0.513703,0.167164,0.050856,-0.451958,0.532028,0.180869,-0.475184,-0.444059,0.724391,0.159041,-0.374101,-0.824621,0.448832,0.168703,-0.186293,-0.610073,0.468035,0.356801,-0.175259,-0.603821,3,5.0,2.0,3.0,0.0,3.0
38,-1.205362,-0.288209,-0.317831,-0.348863,-1.190918,-0.272803,-0.306686,-0.34302,-1.181266,-0.257765,-0.532158,-0.336555,-1.197532,-0.195921,-0.198662,-0.086885,-0.963662,-0.00747,-0.188412,-0.241825,-0.953942,0.006078,0.062784,-0.077004,-0.748307,-0.016376,-0.193515,-0.192752,0.152375,0.693931,0.292626,0.230101,-0.128909,0.882725,0.603395,0.235886,0,0.0,2.0,0.0,0.0,0.0
39,0.117596,-0.200805,-0.738354,-0.666362,0.136399,-0.185416,-1.206825,-0.818182,0.154978,-0.170284,-0.952917,-0.810711,0.125735,-0.370976,-0.858614,-0.826374,0.144362,-0.182104,-1.324934,-0.819691,0.160536,-0.343506,-1.072926,-0.811113,0.650756,-0.016376,-0.915862,-0.666654,0.374717,-0.356526,-0.665211,-0.872628,0.094945,-0.169124,-0.65443,-0.866229,5,5.0,0.0,5.0,3.0,5.0
40,-1.058367,-1.424462,-1.939848,-1.724694,-1.338398,-1.408844,-1.746909,-1.71571,-1.032794,-1.39501,-1.914651,-1.495602,-1.271047,-1.508837,-2.598489,-2.622277,-1.259135,-1.491858,-1.98292,-2.027957,-1.251136,-1.173766,-1.790217,-1.440349,-1.263751,-1.419717,-2.240165,-2.141014,-1.478139,-1.53829,-1.862507,-1.765313,-1.472032,-1.2648,-1.852359,-1.54849,4,4.0,4.0,2.0,4.0,1.0
41,-1.352357,-0.025997,-0.377906,-0.401779,-1.043438,-0.185416,-0.186668,-0.184633,-1.329737,-0.345245,-0.351833,-0.389239,-1.491592,-0.546032,-0.678627,-0.45663,-1.259135,-0.182104,-0.188412,-0.241825,-1.251136,-0.168714,-0.41541,-0.077004,-1.484656,-0.586483,-0.79547,-0.561342,-1.255796,-0.575371,-1.0244,-0.40003,-1.472032,-0.738876,-0.774223,-0.393894,0,2.0,0.0,0.0,0.0,0.0
42,2.028536,1.19766,0.943738,0.603635,2.053633,1.212789,0.713472,0.448916,1.416986,0.835741,0.429577,0.032233,2.331181,1.423343,1.361226,0.705425,2.064936,1.43326,1.366829,0.703775,2.092296,1.273318,1.13872,0.499795,1.75528,1.430818,1.431766,0.702396,2.079345,1.438005,1.130733,0.7027,1.811158,1.233342,1.142463,0.498294,2,2.0,4.0,2.0,5.0,2.0
43,1.367057,1.022851,0.823588,0.497802,1.389975,1.038013,0.83349,0.290528,1.416986,0.879481,0.850335,0.1376,1.375487,1.029468,0.821265,0.230039,1.769463,1.040333,0.828476,0.493642,1.42361,1.054828,0.839849,0.237614,1.239836,0.904566,0.528832,0.123183,1.560545,0.912777,0.532085,0.335123,1.587304,0.926552,0.783084,0.340849,2,2.0,2.0,1.0,2.0,3.0
44,-1.57285,-0.375613,-0.197682,-0.401779,-1.559617,-0.491273,-0.606733,-0.395816,-1.329737,-0.651427,-0.8327,-0.599975,-1.491592,-0.195921,-0.198662,-0.245347,-1.48074,-0.531371,-0.666947,-0.241825,-1.474031,-0.518297,-0.654507,-0.444059,-1.705561,-0.45492,-0.554688,-0.403375,-1.478139,-0.444064,-0.784941,-0.189986,-1.472032,-0.432086,-0.354948,-0.183967,0,3.0,5.0,0.0,2.0,5.0
45,1.073066,0.629533,0.162766,0.021553,1.095016,0.644768,0.173388,0.02655,1.120043,0.835741,-0.051291,0.032233,0.787369,0.329246,-0.49864,-0.086885,1.104649,0.516432,0.050856,-0.241825,0.829222,0.530453,0.062784,-0.077004,0.429852,0.159041,-0.614884,-0.613998,0.745289,0.343779,-0.365887,-0.40003,0.766507,0.532109,-0.175259,-0.393894,3,1.0,0.0,3.0,1.0,3.0
46,-0.176394,-0.681527,-1.519325,-1.301361,-0.158561,-0.491273,-1.506872,-1.293344,-0.141965,-0.476466,-1.493892,-1.284866,-0.462384,-0.546032,-1.578562,-1.24894,-0.446584,-0.356737,-1.564201,-1.239957,-0.433852,-0.343506,-1.55112,-1.440349,-0.453767,-0.586483,-1.457622,-1.351178,-0.144082,-0.444064,-1.203994,-1.187693,-0.128909,-0.563568,-1.433084,-1.181119,5,3.0,1.0,5.0,5.0,5.0
47,-1.205362,-1.774078,-0.137607,0.974051,-1.190918,-1.496232,-0.366695,0.39612,-0.661615,-1.176309,-0.8327,0.032233,-0.388869,-0.458504,-0.798618,-0.562271,-0.077243,-0.094787,-0.547313,-0.767158,0.234834,0.486755,-0.774055,-0.548931,-0.085593,-0.016376,-0.735275,-0.666654,0.522946,0.343779,0.053167,-0.084964,0.542653,0.707417,0.303913,-0.079004,3,3.0,3.0,3.0,3.0,3.0
48,0.705578,0.673235,0.282916,0.021553,1.095016,0.688462,0.83349,0.237733,1.120043,0.70452,0.609902,0.242968,-1.491592,-1.902712,1.061248,1.656196,-0.446584,-0.706005,0.290124,0.125908,0.977819,0.574151,0.301881,-0.234313,-1.705561,-2.165241,1.190984,2.545347,-1.255796,-1.53829,0.651815,1.175298,0.169563,-0.256778,-0.115362,-0.393894,1,1.0,1.0,1.0,0.0,1.0
49,0.044099,-0.375613,-1.399176,-1.248444,-0.2323,-0.534967,-1.566881,-1.451731,-0.438908,-0.345245,-1.133242,-1.232182,0.125735,-0.283448,-0.798618,-0.984836,0.144362,-0.269421,-0.786581,-0.977291,0.160536,-0.081318,-0.774055,-0.758677,0.945296,0.597585,-0.133319,-0.140096,0.967631,0.387548,-0.365887,0.020058,0.691889,0.400628,0.124223,-0.131486,5,3.0,0.0,5.0,5.0,5.0
50,0.411587,0.148811,-0.618205,-0.825112,0.431358,-0.01064,-0.606733,-0.606999,0.154978,0.004676,-0.8327,-0.810711,0.34628,0.15419,-0.678627,-0.879195,0.365966,0.167164,-0.666947,-0.662091,0.680625,0.355661,-0.41541,-0.444059,0.135312,0.027478,-0.374101,-0.561342,0.448832,0.212472,-0.545481,-0.767606,0.468035,0.225319,-0.354948,-0.761265,3,2.0,2.0,3.0,3.0,3.0
51,0.779075,0.323619,0.042617,-0.454696,0.800057,0.513687,0.293407,-0.448612,0.526157,0.354598,0.30936,-0.441923,0.419794,0.504301,0.041321,-0.192527,0.439835,0.341798,-0.188412,-0.399425,0.457729,0.355661,-0.176313,-0.601368,0.650756,0.334459,-0.193515,-0.456031,0.374717,0.168703,-0.425752,-0.662584,0.393417,0.181492,-0.65443,-0.656302,3,0.0,0.0,3.0,3.0,3.0
52,-0.764376,-1.205952,-1.158877,-0.666362,-0.748479,-1.015599,-1.146816,-1.029365,-0.216201,-0.870128,-1.373676,-0.863395,-0.462384,-1.158726,-0.798618,-0.562271,-0.742057,-1.14259,-1.025849,-0.767158,-0.731046,-0.998975,-1.013152,-0.758677,-0.895577,-1.200445,-1.036253,-0.508686,-0.885225,-1.319444,-0.844805,-0.347519,-0.875088,-1.177146,-1.013809,-0.91871,4,3.0,3.0,4.0,4.0,1.0
53,0.63208,0.192513,-0.618205,-0.507613,0.062659,0.033054,-1.026798,-0.923774,-0.141965,-0.170284,-1.253459,-1.07413,-0.682928,-0.764851,-1.938536,-1.354581,-0.372716,-0.618688,-1.683835,-1.345024,-0.359554,-0.736787,-1.909765,-1.492785,-0.969212,-1.15659,-2.601338,-1.983047,-0.662882,-1.144368,-1.922372,-1.765313,-0.651234,-1.133319,-1.912255,-1.758417,4,4.0,4.0,4.0,0.0,4.0
54,0.338089,0.192513,-0.618205,-0.348863,0.357618,0.207829,-0.126658,-0.501408,0.080742,0.223378,-0.8327,-0.916079,-0.09481,-0.108393,-0.798618,-0.773554,-0.077243,-0.269421,-1.025849,-0.924758,-0.359554,-0.430902,-1.252249,-1.125731,-0.085593,-0.191794,-1.216839,-1.035244,0.152375,-0.181449,-0.725076,-0.820117,0.169563,-0.344432,-1.193498,-1.2336,5,3.0,2.0,5.0,5.0,1.0
55,0.044099,0.017705,-0.858503,-0.930945,1.168756,0.819544,0.353416,0.02655,2.085107,1.404364,1.511528,0.980544,-0.388869,-0.458504,-1.278584,-1.143298,0.21823,0.254481,-0.308046,-0.346891,1.42361,1.404411,1.557139,0.814413,-0.380132,-0.367211,-1.457622,-1.245867,-0.069968,-0.356526,-1.203994,-1.03016,0.542653,0.707417,0.303913,0.130923,2,0.0,3.0,1.0,2.0,1.0
56,-0.102897,-0.637825,-1.038727,-0.772195,-0.674739,-0.753436,-1.266835,-0.765386,-0.661615,-0.738907,-1.253459,-0.758027,-1.197532,-1.290018,-1.458571,-0.667912,-0.963662,-1.14259,-1.683835,-0.819691,-0.953942,-0.955277,-1.670668,-0.811113,-1.558291,-1.814406,-1.517817,-0.403375,-1.552253,-1.53829,-1.922372,-0.610073,-1.322796,-1.2648,-1.912255,-1.076155,4,4.0,1.0,4.0,1.0,4.0
57,-1.719846,-2.167396,1.48441,2.191132,-1.707096,-2.020559,1.193546,2.349562,-1.700916,-2.007374,1.210986,2.192275,-1.638621,-2.165295,0.881261,2.290044,-1.628476,-2.146735,0.888293,2.069641,-1.622628,-2.004027,0.899623,2.28263,-1.85283,-2.165241,1.251179,1.966133,-1.626367,-2.019749,1.250463,2.173005,-1.845121,-2.00986,1.262255,2.177708,1,1.0,0.0,1.0,3.0,4.0
58,-0.176394,-0.288209,-1.45925,-1.195528,-0.158561,-0.272803,-1.206825,-0.976569,-0.141965,0.048417,-1.013025,-0.968763,-0.462384,-0.195921,-0.858614,-1.090478,-0.151111,-0.182104,-1.025849,-0.924758,-0.433852,-0.168714,-0.833829,-0.915985,-0.380132,-0.279503,-1.036253,-0.929932,-0.366425,-0.268987,-1.0244,-0.925139,-0.651234,-0.256778,-1.013809,-0.91871,5,0.0,1.0,2.0,3.0,4.0
59,-0.249892,-0.025997,-1.158877,-1.036778,0.062659,-0.185416,-1.146816,-1.029365,0.080742,-0.170284,-1.133242,-1.021446,0.125735,-0.283448,-0.558636,-0.984836,0.144362,-0.094787,-1.025849,-0.977291,0.160536,-0.081318,-1.013152,-0.968422,0.061677,-0.191794,-1.277035,-1.298522,0.374717,-0.181449,-1.0244,-0.925139,0.094945,-0.169124,-1.013809,-1.076155,5,0.0,5.0,1.0,5.0,5.0
60,-0.764376,0.498427,0.643364,0.391969,-1.264658,0.033054,-0.126658,0.184937,-1.255501,-0.082804,-0.111399,-0.178503,-1.197532,0.022899,-0.138666,0.018756,-1.406871,-0.182104,0.110673,0.020842,-1.399733,-0.343506,-0.355636,-0.129441,-1.411021,-0.279503,-0.554688,-0.192752,-1.404024,-0.444064,-0.784941,-0.347519,-1.397414,-0.607395,-0.774223,-0.551339,0,3.0,5.0,0.0,0.0,0.0
